wordle_id,tweet_id,tweet_date,tweet_username,tweet_text
211,1482947088623325184,2022-01-17 05:25:12+00:00,ffxiv_lemon,"Wordle 211 5/6

🟨⬜⬜⬜⬜
⬜⬜⬜🟨🟨
🟩🟨⬜⬜⬜
🟩⬜🟨⬜🟨
🟩🟩🟩🟩🟩
https://t.co/7Oyo9sK14F"
211,1482947089579405312,2022-01-17 05:25:12+00:00,ikyu44,"Wordle 211 4/6

⬛🟩⬛⬛🟨
⬛🟩🟨🟨⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
211,1482947116431335425,2022-01-17 05:25:19+00:00,Gbraun41,"Wordle 211 3/6

🟩⬜⬜🟩⬜
🟨🟩🟨⬜🟨
🟩🟩🟩🟩🟩"
211,1482947119988281349,2022-01-17 05:25:19+00:00,PerkinsPenguins,"Wordle 211 2/6

🟨🟩🟨⬜🟩
🟩🟩🟩🟩🟩"
211,1482947152787693571,2022-01-17 05:25:27+00:00,_jordanLambert,"Wordle 211 5/6

🟨🟩⬛⬛⬛
⬛🟨⬛⬛🟨
⬛🟩🟨🟨🟨
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482947166217900035,2022-01-17 05:25:30+00:00,gostowl,"Wordle 211 4/6

⬜🟨🟨⬜⬜
⬜🟨⬜⬜🟨
🟩🟨🟨⬜⬜
🟩🟩🟩🟩🟩"
211,1482947171691290624,2022-01-17 05:25:32+00:00,daisymaine7,"Wordle 211 6/6

⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
🟨🟩⬛⬛🟩
⬛🟩⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩"
211,1482947183917756416,2022-01-17 05:25:35+00:00,LifeIsVital,"Wordle 211 5/6

🟨⬜⬜⬜⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟩🟨
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482947204121776129,2022-01-17 05:25:39+00:00,BsblWhispererer,"Wordle 211 4/6

⬜🟩⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩"
211,1482947209175859202,2022-01-17 05:25:41+00:00,anotherdramax2,"Wordle 211 5/6

🟨🟨⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟨🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩"
211,1482947248476639235,2022-01-17 05:25:50+00:00,chargeshivers,"Wordle 211 6/6

⬛🟨⬛⬛🟩
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482947249453682689,2022-01-17 05:25:50+00:00,rfhigdon,"Wordle 211 5/6

⬜⬜🟨⬜⬜
⬜🟨⬜🟨🟩
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482947288758583298,2022-01-17 05:26:00+00:00,StarlitFirefly,"Wordle 211 5/6

⬛🟩⬛🟨⬛
🟩🟩🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩
I tried it. I almost rage quit halfway through. I don’t think I need to try more 🤣"
211,1482947309096693760,2022-01-17 05:26:04+00:00,rick_r77,"Wordle 211 3/6

🟨⬜🟨⬜🟨
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩"
211,1482947332161216518,2022-01-17 05:26:10+00:00,Time_Fluff,"Wordle 211 3/6

⬛⬛⬛⬛⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩

LETS GOOOO"
211,1482947385785556994,2022-01-17 05:26:23+00:00,jesse_j_ng,"Wordle 211 3/6

⬛⬛⬛🟩🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482947398758395904,2022-01-17 05:26:26+00:00,Ann_InTheMoment,"Wordle 211 4/6

🟨⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩🟨⬛🟨🟩
🟩🟩🟩🟩🟩"
211,1482947408543862784,2022-01-17 05:26:28+00:00,Marikir,"Wordle 211 4/6

🟨⬛⬛⬛⬛
⬛🟨🟨⬛🟨
⬛🟩🟨🟩🟨
🟩🟩🟩🟩🟩
#Wordle #Wordle211"
211,1482947426440863746,2022-01-17 05:26:32+00:00,bill_steele_iv,"Wordle 211 4/6

🟩⬛🟨⬛⬛
🟩🟨⬛⬛🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482947437337608194,2022-01-17 05:26:35+00:00,mattkaisermusic,"Wordle 211 4/6

🟨🟨⬜⬜⬜
🟨🟨⬜⬜⬜
🟨⬜🟨🟨🟨
🟩🟩🟩🟩🟩"
211,1482947521177661442,2022-01-17 05:26:55+00:00,MeggiMarieH,"Wordle 211 5/6

🟨⬛⬛🟨⬛
🟩⬛🟨🟨⬛
🟩⬛🟨⬛🟩
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
211,1482947535345963011,2022-01-17 05:26:58+00:00,unofficialdboss,"Wordle 211 6/6

🟨⬛⬛⬛🟨
⬛⬛🟨🟨⬛
🟨🟨⬛🟨⬛
⬛🟨⬛🟨🟩
🟨🟨⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482947540433604610,2022-01-17 05:27:00+00:00,jadeni79,"Wordle 211 6/6

⬜⬜🟨🟨⬜
⬜🟩⬜⬜⬜
🟨🟩🟨⬜🟨
🟩🟩🟨🟨⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩phew that was close"
211,1482947544523186176,2022-01-17 05:27:01+00:00,sanjuniperos_,"Wordle 211 3/6

⬛🟨⬛🟨⬛
🟨🟩🟨⬛⬛
🟩🟩🟩🟩🟩 https://t.co/zvI54Enipb"
211,1482947552022392834,2022-01-17 05:27:02+00:00,GoldenRuleLover,"Wordle 211 4/6

⬛🟨⬛⬛⬛
🟨🟨⬛⬛⬛
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩"
211,1482947597090258947,2022-01-17 05:27:13+00:00,iam_jtorres,"Wordle 211 6/6

⬜⬜⬜🟨🟩
🟨⬜⬜🟨⬜
🟨🟨⬜⬜🟩
⬜⬜🟨🟨⬜
⬜🟨🟨⬜🟩
🟩🟩🟩🟩🟩"
211,1482947632620183552,2022-01-17 05:27:22+00:00,drjonsimpkins,"Wordle 211 4/6

⬜⬜🟨⬜🟩
⬜🟨🟩⬜🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩

Am... am I doing a thing right?

Also, this pales in comparison to the fac… https://t.co/JqyveUidHL"
211,1482947641658982402,2022-01-17 05:27:24+00:00,loud_abby,"Wordle 211 3/6

⬜🟨🟨⬜🟨
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩

Suck it bitches I’m amazing! (This is the best I’ve ever done)"
211,1482947656594833408,2022-01-17 05:27:27+00:00,CleverPudding,"Wordle 211 4/6

⬜⬜🟨⬜⬜
🟨🟨⬜⬜🟨
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩"
211,1482947678740914177,2022-01-17 05:27:33+00:00,ashkuehnel,"Wordle 211 5/6

🟨⬜⬜🟨⬜
⬜🟨⬜⬜🟨
🟨⬜🟩🟨⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩

I get it now"
211,1482947692292546565,2022-01-17 05:27:36+00:00,armaplox,"Wordle 211 5/6

⬜🟩🟨🟨⬜
⬜🟩🟨⬜⬜
⬜⬜⬜⬜⬜
⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩"
211,1482947715558371329,2022-01-17 05:27:41+00:00,Scott_Goodheart,"Wordle 211 3/6

🟨⬛⬛⬛⬛
🟩🟨⬛🟨🟩
🟩🟩🟩🟩🟩

I’m addicted"
211,1482947716921511943,2022-01-17 05:27:42+00:00,AaronMartz1,"Wordle 211 4/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨🟨🟩⬛⬛
🟩🟩🟩🟩🟩"
211,1482947718297231362,2022-01-17 05:27:42+00:00,Amazed__You,"Wordle 211 5/6

🟨⬛🟨🟨⬛
🟩⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
211,1482947752183009282,2022-01-17 05:27:50+00:00,BrianMarks356,"Wordle 211 2/6

🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩

I got lucky"
211,1482947787813789706,2022-01-17 05:27:59+00:00,MN__loon,"Wordle 211 2/6

🟨🟨🟨⬜🟩
🟩🟩🟩🟩🟩"
211,1482947888107950082,2022-01-17 05:28:23+00:00,tenncynvin,"Wordle 211 4/6

🟩⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩"
211,1482947913198170113,2022-01-17 05:28:29+00:00,tzamboiv,"Wordle 211 6/6

🟨⬛🟨⬛⬛
⬛⬛🟨🟩🟨
⬛⬛⬛🟩🟩
⬛🟨⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482947946836815872,2022-01-17 05:28:37+00:00,holyyseven,"Wordle 211 3/6

🟨⬜🟨⬜⬜
⬜🟨⬜🟨🟩
🟩🟩🟩🟩🟩"
211,1482947963001389057,2022-01-17 05:28:40+00:00,AnnWineKork,"Wordle 211 5/6

⬛⬛🟩⬛🟨
⬛🟨🟩🟨🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482948069708632067,2022-01-17 05:29:06+00:00,kindandusual,"Wordle 211 3/6

🟨⬛⬛🟨⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩"
211,1482948085831536640,2022-01-17 05:29:10+00:00,sdachen,"Wordle 211 4/6

⬜🟩🟨⬜⬜
⬜🟩⬜🟩⬜
⬜🟩🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482948087467298818,2022-01-17 05:29:10+00:00,jetryckx,"Wordle 211 3/6

🟩⬛🟨⬛⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩 https://t.co/APRbymi3ZU"
211,1482948127879360512,2022-01-17 05:29:20+00:00,GoliHolly,"Wordle 211 5/6

⬛🟨⬛🟨⬛
🟨⬛🟨⬛⬛
⬛🟨🟨⬛🟨
🟩⬛🟨🟨🟨
🟩🟩🟩🟩🟩"
211,1482948134737268737,2022-01-17 05:29:21+00:00,krisheding,"Wordle 211 3/6

🟨⬛⬛⬛🟨
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩"
211,1482948139711668227,2022-01-17 05:29:23+00:00,ILBLibraryCards,"Wordle 211 3/6

🟨🟨⬛🟨⬛
🟨🟨⬛🟨🟨
🟩🟩🟩🟩🟩

well done me got it in under the wire"
211,1482948142731390976,2022-01-17 05:29:23+00:00,prosenblum,"Wordle 211 3/6

⬛🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
211,1482948148439908352,2022-01-17 05:29:25+00:00,EliGabRet,"Wordle 211 3/6

⬜🟩⬜🟨⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

What a comeback"
211,1482948169847607298,2022-01-17 05:29:30+00:00,thegudes,"Wordle 211 4/6

⬛🟨⬛⬛⬛
🟩⬛🟨🟨⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
211,1482948176013234181,2022-01-17 05:29:31+00:00,dixiecup34,"Wordle 211 6/6

⬛⬛🟨⬛⬛
🟩⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩⬛🟨🟩⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482948181222637571,2022-01-17 05:29:32+00:00,Renegal,"Wordle 211 6/6

🟨⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩🟨🟨⬛⬛
🟩🟨🟨⬛⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
211,1482948217524436993,2022-01-17 05:29:41+00:00,mtlmmm2,"Wordle 211 4/6

🟩🟨🟨⬜⬜
🟩🟨🟩⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩🟩🟩"
211,1482948235853455366,2022-01-17 05:29:45+00:00,Coach_Skelley,"Wordle 211 5/6

🟨⬛⬛⬛🟩
⬛🟩⬛⬛🟩
⬛🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948244372025345,2022-01-17 05:29:47+00:00,kkoskie,"Wordle 211 4/6

🟩⬛🟨🟨⬛
🟩🟨⬛⬛🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948270259245057,2022-01-17 05:29:54+00:00,MissFionaR,"Wordle 211 4/6

🟩⬜⬜🟨⬜
🟩⬜⬜🟨⬜
🟩⬜🟨🟨⬜
🟩🟩🟩🟩🟩"
211,1482948271626604546,2022-01-17 05:29:54+00:00,pcojoule,"Wordle 211 3/6

⬜⬜⬜⬜⬜
⬜⬜🟨🟨🟨
🟩🟩🟩🟩🟩

first sub-four"
211,1482948289922273287,2022-01-17 05:29:58+00:00,sami_sloot,"Wordle 211 2/6

🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩
(oh dang!!)"
211,1482948308142157824,2022-01-17 05:30:03+00:00,baagels,"Wordle 211 4/6

🟨🟨⬛⬛🟩
⬛🟨🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

4 really is my sweet spot."
211,1482948309585039361,2022-01-17 05:30:03+00:00,Maurathat,"Wordle 211 4/6

⬛🟨⬛🟩⬛
⬛⬛⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482948310654664707,2022-01-17 05:30:03+00:00,soapwikijohn,"Wordle 211 4/6

🟩⬛🟨🟨⬛
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948329726259200,2022-01-17 05:30:08+00:00,amamaguire,"Wordle 211 3/6

🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948331617669120,2022-01-17 05:30:08+00:00,bigmarmar25,"Wordle 211 2/6

🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩"
211,1482948366661206020,2022-01-17 05:30:17+00:00,irat0,"Wordle 211 6/6

🟩⬛🟨🟨⬛
🟩🟨🟨⬛⬛
🟩⬛⬛🟨🟨
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948368334733315,2022-01-17 05:30:17+00:00,GriffSurvivor,"Wordle 211 5/6

🟨⬜⬜⬜⬜
⬜🟩🟨🟨⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482948436299173888,2022-01-17 05:30:33+00:00,JodyF67,"Wordle 211 3/6

🟨🟩🟨⬜⬜
🟨🟩🟨⬜🟨
🟩🟩🟩🟩🟩"
211,1482948469522407430,2022-01-17 05:30:41+00:00,plesafortexas,"Wordle 211 4/6

⬛🟨🟨⬛⬛
🟨🟨⬛🟨⬛
⬛⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482948517937221642,2022-01-17 05:30:53+00:00,kirstycloud,"Wordle 211 3/6

⬛🟨⬛⬛🟩
🟨⬛🟨🟨🟨
🟩🟩🟩🟩🟩"
211,1482948537176391680,2022-01-17 05:30:57+00:00,GordonBWhite,"Wordle 211 3/6

⬛⬛⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩Ah, dang it. Not me too."
211,1482948578267971586,2022-01-17 05:31:07+00:00,branden_vance,"Wordle 211 3/6

🟨⬛⬛⬛⬛
⬛🟨🟨⬛🟨
🟩🟩🟩🟩🟩

For my first one, I gotta say this is pretty impressive"
211,1482948581195714560,2022-01-17 05:31:08+00:00,IstariAsuka,"Wordle 211 4/6

⬛⬛🟨🟨🟨
🟨🟨🟨⬛⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948587596091392,2022-01-17 05:31:09+00:00,ringrangadong,"Wordle 211 4/6

🟩⬜⬜🟩🟩
🟩⬜⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482948588623826950,2022-01-17 05:31:10+00:00,bibliozee,"Wordle 211 3/6

⬜🟩🟨🟨⬜
🟨🟩🟩⬜🟨
🟩🟩🟩🟩🟩"
211,1482948591136083970,2022-01-17 05:31:10+00:00,Infloraaa,"Wordle 211 3/6

⬛🟨🟨⬛⬛
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩"
211,1482948597259792385,2022-01-17 05:31:12+00:00,benkemper1,"Wordle 211 4/6

⬛🟩🟨⬛🟨
🟩🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482948617585324032,2022-01-17 05:31:16+00:00,realsophiasuk,"Wordle 211 3/6

⬛🟩🟨⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩"
211,1482948642877050880,2022-01-17 05:31:22+00:00,Darryl_TTD,"Wordle 211 5/6

⬛🟨⬛🟨⬛
🟩🟨🟨⬛⬛
🟩⬛🟨🟨⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
211,1482948646404509703,2022-01-17 05:31:23+00:00,pwilson720,"Wordle 211 3/6

🟨⬛🟨🟨⬛
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩"
211,1482948664213454848,2022-01-17 05:31:28+00:00,ACB_Brunn121,"Wordle 211 3/6

🟨⬛⬛🟨⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩 

Oi Oi get on my level ⁦@SportsNother⁩"
211,1482948664788013056,2022-01-17 05:31:28+00:00,VaHiX,"Wordle 211 3/6

⬛🟩🟨🟨⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩"
211,1482948666063163392,2022-01-17 05:31:28+00:00,sisigaw_,"Wordle 211 5/6

🟩⬛🟨🟨⬛
🟩⬛🟨🟨⬛
🟩🟨🟨⬛🟨
🟩🟩🟨🟩🟨
🟩🟩🟩🟩🟩

you learn a new word everyday"
211,1482948692730654721,2022-01-17 05:31:34+00:00,playboi_bunneh,"Wordle 211 4/6

⬜⬜⬜🟨⬜
⬜⬜🟨⬜⬜
⬜🟩🟨⬜🟨
🟩🟩🟩🟩🟩"
211,1482948704743174148,2022-01-17 05:31:37+00:00,NBACouchside,"Wordle 211 4/6

⬛🟨⬛⬛🟨
🟩⬛🟨🟨⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩"
211,1482948750205022209,2022-01-17 05:31:48+00:00,ochotimes3,"Wordle 211 3/6

⬛⬛🟨🟨⬛
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩"
211,1482948810888421383,2022-01-17 05:32:03+00:00,ThisBrianWalter,"Wordle 211 5/6

🟨🟨⬜⬜🟨
⬜🟩🟨🟨⬜
🟨🟩⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482948811953692673,2022-01-17 05:32:03+00:00,ladydiva81,"Wordle 211 3/6

🟩⬛🟨⬛⬛
🟩🟨⬛⬛🟩
🟩🟩🟩🟩🟩

Okay, okay, I’m starting to like this!"
211,1482948822695223298,2022-01-17 05:32:05+00:00,WaylonKlix,"Wordle 211 4/6

⬛🟨⬛🟩⬛
⬛🟩⬛🟩🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482948906526732290,2022-01-17 05:32:25+00:00,NoelleTGS,"Wordle 211 4/6

⬛⬛⬛⬛🟨
🟩⬛🟨🟩⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482948940311896064,2022-01-17 05:32:33+00:00,KevCantHang,"Wordle 211 3/6

🟩⬛🟨🟨⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩

If any beautiful women want Wordle tips dm"
211,1482948971853090818,2022-01-17 05:32:41+00:00,JakeDrew2,"Wordle 211 3/6

⬛🟨⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482948976773062658,2022-01-17 05:32:42+00:00,flyprideair,"Wordle 211 4/6

🟩⬜🟨⬜⬜
🟩⬜🟨🟩⬜
🟩🟨🟨🟩⬜
🟩🟩🟩🟩🟩"
211,1482948986432593934,2022-01-17 05:32:44+00:00,Midori2991_,"Wordle 211 5/6

🟨⬛⬛⬛⬛
🟩🟨⬛🟨🟩
🟩🟩⬛⬛🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩
#DiabetesWordleClub"
211,1482949009694244869,2022-01-17 05:32:50+00:00,BrainyGoat,"Wordle 211 4/6

⬛🟨⬛⬛⬛
⬛🟨🟨⬛🟨
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482949055093174272,2022-01-17 05:33:01+00:00,dead_lefter,"Wordle 211 4/6

🟩⬜⬜🟩🟩
🟩🟨⬜⬜🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482949137205129216,2022-01-17 05:33:20+00:00,spreckles,"Wordle 211 3/6

🟩⬜🟨⬜⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩🟩"
211,1482949159044804610,2022-01-17 05:33:26+00:00,robert_izzy56,"Wordle 211 4/6

🟨⬜🟨🟨⬜
⬜🟨🟨⬜🟨
🟨🟨⬜🟨🟩
🟩🟩🟩🟩🟩  guys I’m in on the Wordle craze now"
211,1482949180553252864,2022-01-17 05:33:31+00:00,skylarboydl,"Wordle 211 5/6

⬛⬛⬛🟨⬛
🟨⬛🟨⬛🟨
🟨🟩🟨⬛🟨
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩"
211,1482949200820129793,2022-01-17 05:33:35+00:00,Nisepnda,"Wordle 211 3/6

🟨⬛⬛🟨🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482949281401110531,2022-01-17 05:33:55+00:00,tracibumpus,"Wordle 211 4/6

🟩⬜🟨⬜⬜
🟩⬜🟨🟩⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482949306826911744,2022-01-17 05:34:01+00:00,queencoda,"Wordle 211 5/6

🟩⬛🟨⬛⬛
🟩🟨🟨⬛⬛
🟩⬛🟨🟨⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482949320349421569,2022-01-17 05:34:04+00:00,SLampitoc,"Wordle 211 4/6

🟨⬛⬛⬛🟨
🟩⬛🟨🟩⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482949331485216772,2022-01-17 05:34:07+00:00,RCA8,"Wordle 211 5/6

🟨⬜⬜⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟨🟨⬜
🟩🟩🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482949376783781888,2022-01-17 05:34:17+00:00,phil_pollock,"Wordle 211 4/6

🟨🟩⬛⬛⬛
⬛🟩🟨🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482949429019750400,2022-01-17 05:34:30+00:00,theNathanK9,"Wordle 211 5/6

⬛🟨🟨⬛⬛
🟨🟩⬛🟨⬛
⬛🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩"
211,1482949446874791939,2022-01-17 05:34:34+00:00,kqedangela,"Wordle 211 2/6

🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩 lucky me"
211,1482949455259181057,2022-01-17 05:34:36+00:00,MrTambo,"Wordle 211 4/6

⬜⬜⬜⬜🟨
🟩⬜🟨⬜⬜
🟩🟨🟩⬜🟨
🟩🟩🟩🟩🟩"
211,1482949457813643265,2022-01-17 05:34:37+00:00,julieboyles,"Wordle 211 6/6

⬛🟨⬛⬛🟨
🟩⬛🟨⬛⬛
🟩⬛🟨🟩⬛
🟩⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
211,1482949460137164802,2022-01-17 05:34:37+00:00,Rosmelie,"Wordle 211 3/6

🟨🟩⬜⬜⬜
⬜🟩🟨🟨🟨
🟩🟩🟩🟩🟩

Ayyyyyy"
211,1482949462930731011,2022-01-17 05:34:38+00:00,iiamsteverogers,"Wordle 211 6/6

⬛⬛⬛🟨⬛
⬛🟨🟨⬛⬛
🟨🟨⬛⬛⬛
⬛🟩🟨🟩🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482949467154554882,2022-01-17 05:34:39+00:00,whatismymotto,"Wordle 211 4/6

🟨⬜⬜⬜🟨
⬜🟩🟨🟨⬜
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
211,1482949467242254338,2022-01-17 05:34:39+00:00,MeanYeenQueen,"Wordle 211 5/6

🟨🟨⬛⬛🟨
🟨🟨🟨⬛⬛
⬛🟩🟨🟨🟨
⬛🟩🟨🟩🟨
🟩🟩🟩🟩🟩"
211,1482949472212582400,2022-01-17 05:34:40+00:00,JeremyCoatney,"Wordle 211 5/6

⬛⬛🟨🟨⬛
⬛🟨🟨🟩⬛
⬛🟩⬛🟩🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
211,1482949487777640448,2022-01-17 05:34:44+00:00,spreidel,"Wordle 211 3/6

🟩⬛⬛🟩🟨
🟩🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
211,1482949572666310657,2022-01-17 05:35:04+00:00,alexbbzt,"Wordle 211 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩⬛⬛🟨
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩"
211,1482949592912064515,2022-01-17 05:35:09+00:00,johnafan,"Wordle 211 5/6

🟩⬛🟨⬛⬛
⬛⬛🟨⬛⬛
🟩⬛⬛⬛⬛
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩"
211,1482949593092427777,2022-01-17 05:35:09+00:00,DixonMinnick,"Wordle 211 3/6

🟨🟨⬜⬜🟨
🟨🟨🟨🟨⬜
🟩🟩🟩🟩🟩 https://t.co/edBmQKjsTq"
211,1482949621219409924,2022-01-17 05:35:16+00:00,Unclebuckit_TTV,"Wordle 211 5/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛🟨
🟨⬛🟨⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩Getting better #wordle. . getting better"
211,1482949645747687424,2022-01-17 05:35:22+00:00,pipette_on,"Wordle 211 6/6

⬛🟨⬛⬛⬛
🟩⬛🟨🟩⬛
🟩⬛⬛🟩⬛
🟩⬛⬛🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩

damn this one almost got me"
211,1482949647282937856,2022-01-17 05:35:22+00:00,amuslimRDN,"Wordle 211 4/6

🟨⬜⬜🟨⬜
🟩🟨🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Guess we in it."
211,1482949669768601600,2022-01-17 05:35:27+00:00,bimbosumit,"Wordle 211 4/6

🟩⬛🟨⬛⬛
🟩🟨⬛🟨🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩

It almost got me gal ngl"
211,1482949672134004738,2022-01-17 05:35:28+00:00,kermotthefrawg,"Wordle 211 4/6

🟩⬛🟨⬛⬛
🟩🟨⬛⬛⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
